d1rkda_	5.01e-14	1.75e-09	0.0101	0.0008
d1dkla_	5.71e-13	0.956	0.0206	0.0013
d1d2fa_	2.17e-12	1.4e-12	0.0300	0.0028
d1gega_	7.59e-12	1.95e-10	0.0394	0.0041
d2ixna1	1.91e-11	.	0.0485	0.0058
d1y2ka_	4.16e-11	7.6e-12	0.0584	0.0068
d1g8aa_	9.79e-11	0.0028	0.0682	0.0078
d3b2ua1	1.77e-10	.	0.0782	0.0087
d2ab0a1	3.51e-10	2.01e-05	0.0874	0.0103
d1cyda_	6.06e-10	1.32e-09	0.0968	0.0117
d1ybha1	1.11e-09	0.151	0.1056	0.0136
d3tgla_	1.9e-09	1.86e-07	0.1138	0.0160
d1s14a_	2.86e-09	0.0736	0.1231	0.0174
d2h0ua_	4.48e-09	7.24e-05	0.1327	0.0186
d3b6ia_	.	7e-09	0.1411	0.0209
d1gs5a_	1.18e-08	0.000925	0.1499	0.0227
d1rm6b2	1.81e-08	0.0725	0.1598	0.0237
d1yz1a_	2.64e-08	9.9	0.1691	0.0252
d2ae0x1	3.93e-08	.	0.1776	0.0273
d3epwa_	5.53e-08	4.33e-11	0.1865	0.0291
d1l7da1	8.71e-08	0.0169	0.1963	0.0301
d2os5d_	1.27e-07	7.16e-09	0.2048	0.0323
d2bmxa1	1.77e-07	0.000122	0.2145	0.0334
d1xm5a_	2.31e-07	4.3	0.2226	0.0359
d1yq2a4	3.42e-07	0.65	0.2331	0.0364
d2bs2a3	4.54e-07	.	0.2430	0.0374
d2iw0a1	6.13e-07	0.007	0.2523	0.0389
d1s2wa_	8.45e-07	0.0721	0.2614	0.0405
d1sy7a1	1.13e-06	2.73e-05	0.2699	0.0426
d2sqca2	1.54e-06	6	0.2792	0.0441
d1ab8a_	2.1e-06	1.05e-05	0.2891	0.0450
d1p1ja1	3.02e-06	7.2	0.2982	0.0467
d1viaa_	4.21e-06	0.0231	0.3073	0.0483
d1ki1b1	5.29e-06	.	0.3167	0.0498
d1zunb3	6.97e-06	0.0332	0.3256	0.0516
d1wmaa1	9.21e-06	3.68e-09	0.3352	0.0528
d1tfza1	1.21e-05	0.0107	0.3434	0.0551
d1tzza1	1.52e-05	0.641	0.3526	0.0566
d1s2da_	1.98e-05	2.1	0.3618	0.0582
d3hlxa_	2.52e-05	0.0092	0.3709	0.0599
d1e5xa_	3.15e-05	1.15e-10	0.3801	0.0615
d1gqia2	3.9e-05	0.0639	0.3890	0.0632
d1upqa_	4.79e-05	0.0208	0.3986	0.0645
d3feua_	6.05e-05	3.97e-05	0.4076	0.0662
d1xg2b_	.	7.51e-05	0.4177	0.0670
d2bcqa2	9.21e-05	0.841	0.4275	0.0681
d1utea_	0.000109	0.0014	0.4365	0.0698
d2fdna_	0.000128	0.0011	0.4456	0.0714
d1t4aa_	0.000156	0.000401	0.4544	0.0733
d3bdua1	0.000197	0.556	0.4642	0.0744
d1efub4	0.000241	3.3	0.4729	0.0764
d1n7oa2	0.000288	.	0.4820	0.0780
d1h30a2	0.000352	0.458	0.4916	0.0792
d1dfca4	0.000417	0.0119	0.5001	0.0813
d2ewca1	0.000497	0.00015	0.5089	0.0832
d1j9ba_	0.000636	0.000143	0.5168	0.0858
d1l3wa4	0.000763	0.288	0.5248	0.0883
d2inpl_	0.000895	1.1	0.5331	0.0905
d1d3bb_	0.0011	0.000144	0.5411	0.0931
d1a6ca2	0.0013	0.0299	0.5499	0.0950
d2b8ma1	.	0.0015	0.5590	0.0966
d3ecfa1	.	0.0018	0.5666	0.0995
d1a1va2	0.0023	0.0186	0.5749	0.1017
d2cclb1	.	0.0027	0.5834	0.1038
d1ehda2	0.0034	.	0.5912	0.1065
d2ogka1	0.0041	3.65e-05	0.5998	0.1086
d1ij5a_	.	0.0051	0.6074	0.1114
d1q8ba_	.	0.0061	0.6162	0.1133
d1w9ha1	0.0075	.	0.6246	0.1154
d1rutx1	0.0091	0.165	0.6329	0.1177
d2uzga1	0.0108	3.7	0.6410	0.1201
d1el0a_	0.0131	0.0081	0.6489	0.1227
d1qpxa2	0.0161	9.3	0.6569	0.1252
d1j7na1	0.0192	6.9	0.6643	0.1283
d1u8sa2	0.0238	0.0016	0.6716	0.1313
d1k9ua_	.	0.0302	0.6789	0.1344
d3d19a1	0.0364	.	0.6855	0.1381
d1prtb2	0.0469	6.6	0.6936	0.1405
d1jjcb3	0.0559	0.0061	0.7003	0.1441
d1fsha_	0.0681	8.2	0.7066	0.1479
d1l3pa_	0.0821	.	0.7128	0.1519
d2fomb1	0.101	1.3	0.7200	0.1550
d1oxja1	0.128	0.0781	0.7247	0.1602
d3ctaa2	0.154	.	0.7305	0.1645
d2hi6a1	.	0.191	0.7363	0.1688
d2g7la2	0.238	.	0.7408	0.1740
d1e88a3	0.297	.	0.7452	0.1795
d1tdja2	0.375	0.252	0.7502	0.1844
d2a5yb1	.	0.467	0.7539	0.1903
d1b24a1	0.579	0.0533	0.7581	0.1959
d3amra_	.	0.744	0.7630	0.2009
d1irxa1	.	0.914	0.7666	0.2069
d1dc1a_	.	1.2	0.7699	0.2132
d2p2ea1	1.4	.	0.7726	0.2200
d2anua1	1.8	6.5	0.7753	0.2267
d2spca_	.	2.2	0.7770	0.2342
d1fyxa_	.	2.8	0.7786	0.2419
d1aiea_	.	3.3	0.7802	0.2496
d1j8ba_	.	4	0.7811	0.2578
d2bnka_	.	4.9	0.7823	0.2657
d2j5ha1	.	5.9	0.7830	0.2741
d1hs7a_	.	7.1	0.7838	0.2823
d2sici_	.	8.3	0.7847	0.2905
d2ayda_	.	10	0.7850	0.2983
