d1w6ga1	0.943	0.534	0.0096	0.0000
d1f20a2	0.936	0.553	0.0193	0.0000
d2cvza2	0.93	0.594	0.0289	0.0000
d3k34a_	0.926	0.393	0.0386	0.0000
d1t9ba2	0.922	0.53	0.0482	0.0000
d3gl9a_	0.918	0.751	0.0578	0.0000
d1pfva2	0.915	0.491	0.0675	0.0000
d1h6ua2	0.912	0.66	0.0771	0.0000
d1b8aa2	0.909	0.457	0.0868	0.0000
d3u7qa_	0.905	0.413	0.0964	0.0000
d1wl8a1	0.902	0.602	0.1060	0.0000
d2dt8a_	0.9	0.548	0.1157	0.0000
d1l6ra_	0.897	0.524	0.1253	0.0000
d3b6ia_	0.895	0.613	0.1350	0.0000
d1iyka2	0.892	0.412	0.1446	0.0000
d2nlia_	0.89	0.668	0.1542	0.0000
d2pppa_	0.888	0.434	0.1639	0.0000
d2a97a_	0.884	0.382	0.1735	0.0000
d3pxxa_	0.881	0.565	0.1832	0.0000
d2w21a_	0.879	0.558	0.1928	0.0000
d1e25a_	0.877	0.479	0.2024	0.0000
d2asub_	0.875	0.443	0.2121	0.0000
d1qgva_	0.872	0.491	0.2216	0.0001
d1g0sa_	0.869	0.419	0.2313	0.0001
d1rl0a_	0.867	0.41	0.2409	0.0001
d1zc0a_	0.864	0.46	0.2506	0.0001
d1h9aa1	0.861	0.607	0.2602	0.0001
d2ivxa1	0.858	0.539	0.2698	0.0001
d2x97a_	0.856	0.411	0.2795	0.0001
d1uoka1	0.853	0.578	0.2890	0.0002
d2g3ra1	0.851	0.777	0.2987	0.0002
d1x5ga1	0.848	0.647	0.3083	0.0002
d2xrwa_	0.846	0.409	0.3178	0.0003
d1p49a_	0.843	0.429	0.3275	0.0003
d2vjva1	0.84	0.629	0.3371	0.0003
d1jmsa3	0.837	0.589	0.3468	0.0003
d2gl5a1	0.835	0.648	0.3564	0.0003
d1lzla_	0.832	0.523	0.3660	0.0003
d2atpb1	0.83	0.687	0.3757	0.0003
d1vhta_	0.827	0.501	0.3853	0.0003
d1y0pa2	0.824	0.575	0.3948	0.0004
d7reqa1	0.822	0.533	0.4044	0.0004
d1uz5a1	0.819	0.503	0.4140	0.0005
d2dyja1	0.816	0.603	0.4236	0.0005
d1k3xa3	0.813	0.473	0.4332	0.0005
d1biaa1	0.811	0.67	0.4428	0.0006
d1x58a1	0.808	0.531	0.4524	0.0006
d3dxea_	0.805	0.474	0.4620	0.0007
d1ra0a2	0.802	0.647	0.4716	0.0007
d2i0ka2	0.799	0.393	0.4812	0.0007
d1vh3a_	0.795	0.473	0.4909	0.0007
d1z05a1	0.792	0.554	0.5005	0.0007
d2v3ka1	0.789	0.466	0.5102	0.0007
d2bg1a1	0.787	0.466	0.5198	0.0007
d1nh2c_	0.783	0.559	0.5293	0.0009
d1qfja1	0.78	0.599	0.5388	0.0010
d1cjxa2	0.777	0.395	0.5484	0.0010
d1wpga2	0.774	0.594	0.5581	0.0010
d1gmia_	0.77	0.554	0.5674	0.0012
d1wexa_	0.767	0.549	0.5769	0.0014
d3bypa1	0.763	0.647	0.5864	0.0015
d2guia_	0.759	0.495	0.5959	0.0017
d1zd3a1	0.755	0.495	0.6054	0.0018
d1wmxa_	0.752	0.588	0.6151	0.0018
d1j8mf1	0.748	0.566	0.6244	0.0021
d2fura1	0.745	0.556	0.6339	0.0022
d1eyha_	0.741	0.589	0.6435	0.0022
d2e74d2	0.737	0.686	0.6528	0.0025
d1g7sa4	0.732	0.571	0.6621	0.0029
d1s3la_	0.728	0.541	0.6711	0.0035
d1srza_	0.724	0.474	0.6804	0.0037
d2qalt1	0.72	0.603	0.6894	0.0044
d1oqja_	0.716	0.464	0.6984	0.0050
d2k5ga1	0.712	0.502	0.7080	0.0050
d1wgea1	0.707	0.433	0.7172	0.0054
d1smyc_	0.703	0.39	0.7262	0.0060
d1jjcb3	0.698	0.537	0.7354	0.0064
d2d0oa3	0.692	0.508	0.7448	0.0066
d2fnaa2	0.688	0.474	0.7538	0.0072
d1ac0a_	0.683	0.599	0.7626	0.0080
d1f0ka_	0.679	0.514	0.7714	0.0087
d3mmcb2	0.673	0.534	0.7801	0.0096
