d2bjka_	50.2	8.4	0.0096	0.0000
d1aora1	47	3.6	0.0193	0.0000
d2bfda1	44	5.5	0.0289	0.0000
d1o6la_	41.9	6.6	0.0386	0.0000
d2a0ua1	40.1	6.4	0.0482	0.0000
d1lhpa_	38.6	8.7	0.0578	0.0000
d1wkra_	37.3	2.6	0.0675	0.0000
d3liza_	36.2	2.9	0.0771	0.0000
d1wkva1	35.3	6.6	0.0868	0.0000
d1zmta_	34.4	8.6	0.0964	0.0000
d1geqa_	33.5	8.2	0.1060	0.0000
d1q3qa1	32.5	5.6	0.1157	0.0000
d2ab0a1	31.5	8.7	0.1253	0.0000
d2pyya_	30.9	7.6	0.1350	0.0000
d1xioa_	30.2	9.6	0.1446	0.0000
d1rypa_	29.6	4.4	0.1542	0.0000
d1zina1	29	6.9	0.1638	0.0001
d3tm0a_	28.4	5	0.1734	0.0001
d1deua_	27.9	2.3	0.1831	0.0001
d2brxa1	27.2	7.1	0.1927	0.0001
d1tgoa2	26.7	5.2	0.2024	0.0001
d3plza_	26.2	5.4	0.2120	0.0001
d1t4ba2	25.7	4.9	0.2216	0.0001
d1ri6a_	.	25.1	0.2312	0.0002
d1p9ag_	24.7	5.5	0.2408	0.0002
d2jbwa1	24.2	8.8	0.2505	0.0002
d1z2ua1	23.7	3.7	0.2601	0.0002
d1cg5a_	23.4	6	0.2697	0.0002
d1ldma2	23	3.3	0.2794	0.0002
d1xgka_	22.6	10.7	0.2890	0.0002
d1vdca2	22.2	6.5	0.2987	0.0002
d3n08a_	21.8	6.8	0.3082	0.0003
d1ozha1	21.5	10.1	0.3177	0.0004
d3ef4a_	21.1	4.2	0.3274	0.0004
d1kk1a3	20.8	8.4	0.3370	0.0004
d1p3da2	20.4	6.6	0.3466	0.0004
d2prva1	20	4.2	0.3562	0.0004
d1zpda1	19.7	6.8	0.3659	0.0004
d2nuga1	19.4	4.3	0.3755	0.0004
d1xl4a1	19.1	5.4	0.3851	0.0004
d3e29a_	18.8	5.6	0.3947	0.0005
d2pv7a2	18.5	8.7	0.4042	0.0006
d1aoaa2	18.3	3.4	0.4138	0.0007
d1s8na_	18	10.4	0.4234	0.0007
d1ewqa4	17.8	3.6	0.4330	0.0007
d2fbia1	17.5	8.4	0.4426	0.0008
d1neka1	17.3	6.2	0.4521	0.0009
d1nula_	17.1	6.2	0.4618	0.0009
d1a1xa_	16.9	3.2	0.4714	0.0009
d1sqsa_	16.6	8.9	0.4811	0.0009
d1g3nc2	16.4	6.6	0.4907	0.0009
d2a0aa1	16.1	9	0.5003	0.0009
d2nvma1	15.8	5	0.5100	0.0009
d1zfja4	15.6	.	0.5196	0.0009
d1cwva3	15.4	6.7	0.5293	0.0009
d1kzqa1	15.2	4.8	0.5389	0.0009
d1n10a1	15	6.7	0.5485	0.0009
d1ctja_	14.8	3.2	0.5582	0.0009
d1j9ba_	14.6	3.3	0.5677	0.0010
d2i5ea1	14.3	5.3	0.5773	0.0011
d2c5sa1	14.1	6.4	0.5868	0.0012
d1v89a_	13.9	3.3	0.5964	0.0012
d2je8a1	13.7	7.7	0.6060	0.0012
d2q3qa_	13.5	7.4	0.6156	0.0012
d1d3ba_	13.4	5.3	0.6252	0.0013
d3cu4a_	13.1	2.7	0.6347	0.0014
d1yqya1	12.9	3.8	0.6444	0.0014
d1nu4a_	12.7	6.4	0.6540	0.0014
d2pa7a1	12.4	4.9	0.6636	0.0014
d1h32a1	12.3	2.9	0.6732	0.0015
d2f1fa1	12	9.3	0.6828	0.0015
d2awna1	11.8	4.7	0.6923	0.0017
d2gfna1	11.6	3.9	0.7019	0.0017
d1j4wa1	11.5	7.3	0.7115	0.0018
d1k9aa1	11.3	3.5	0.7209	0.0020
d1kbla2	11.1	5.7	0.7303	0.0022
d1g5aa1	10.9	5.5	0.7399	0.0022
d2nqra1	10.6	.	0.7494	0.0023
d1m48a_	10.4	5.6	0.7588	0.0026
d1d8ba_	10.2	4.3	0.7676	0.0034
d2zxya_	9.9	3.6	0.7768	0.0037
d2bw3a2	9.7	6.3	0.7862	0.0040
d1mv8a3	9.5	10.1	0.7948	0.0050
d2o0qa1	9.2	2.6	0.8035	0.0058
d1y60a_	9	4.4	0.8126	0.0063
d1gxea_	8.8	3.3	0.8217	0.0069
d1qzma_	8.5	4.5	0.8305	0.0076
d2fmma_	8.2	3.4	0.8388	0.0088
d1iwga3	8	6.5	0.8473	0.0099
d1tjla1	.	7.7	0.8555	0.0112
d2a6aa2	7.4	3.9	0.8641	0.0122
d1j27a_	.	7.2	0.8723	0.0136
d1r0ri_	6.9	.	0.8792	0.0161
d1xb4a2	6.6	4	0.8856	0.0191
d1ht6a1	6.3	4.1	0.8918	0.0222
d1y6za_	6	4.2	0.8981	0.0253
d1irqa_	5.8	3.9	0.9041	0.0287
d1vq8p1	.	5.5	0.9085	0.0335
d1j7qa_	5.3	4.4	0.9139	0.0375
d2jn9a1	.	5	0.9186	0.0420
d1hlva2	4.8	4.8	0.9237	0.0462
d1k0ra4	4.5	2.8	0.9287	0.0506
d1joya_	4.2	5.9	0.9323	0.0561
d1o82a_	.	3.9	0.9366	0.0611
d2fug13	.	3.6	0.9402	0.0666
d1xn8a_	.	3.3	0.9435	0.0725
d2fyuk_	.	3	0.9459	0.0792
d1uoya_	.	2.5	0.9483	0.0859
d1k28a2	.	2	0.9499	0.0909
