d1uhga_	4.53e-41	0.0361	0.0096	0.0000
d1jdwa_	1.06e-36	0.701	0.0193	0.0000
d1dysa_	4.42e-34	0.000184	0.0289	0.0000
d2bcoa1	5.65e-32	0.00297	0.0386	0.0000
d1t1ga_	5.09e-30	0.000463	0.0482	0.0000
d3d2la_	3.7e-28	0.000206	0.0578	0.0000
d2g7za_	4.78e-27	0.0185	0.0675	0.0000
d1fzcb1	3.73e-26	0.417	0.0771	0.0000
d1xkga1	2.77e-25	0.0817	0.0868	0.0000
d2rhca_	1.44e-24	0.000251	0.0964	0.0000
d2ffja1	7.61e-24	0.0127	0.1060	0.0000
d3dnpa_	5.23e-23	0.0242	0.1157	0.0000
d3hcna_	2.76e-22	0.000765	0.1253	0.0000
d3l77a_	1.16e-21	0.000147	0.1350	0.0000
d1ceoa_	4.82e-21	5.28e-05	0.1446	0.0000
d2h6fb1	2.06e-20	0.000566	0.1542	0.0000
d1sg6a_	9.17e-20	0.0314	0.1639	0.0000
d3nzbx_	3.05e-19	0.0191	0.1735	0.0000
d1xhca1	1.11e-18	2.13e-08	0.1832	0.0000
d1csha_	4.62e-18	0.955	0.1928	0.0000
d1nn4a_	1.6e-17	0.00632	0.2024	0.0001
d1jz8a5	4.47e-17	0.000745	0.2120	0.0001
d1t35a_	1.49e-16	0.00279	0.2216	0.0001
d1g5ca_	3.8e-16	0.0112	0.2313	0.0001
d1a12a_	1.29e-15	6.37e-10	0.2408	0.0002
d3mh9a_	3.22e-15	0.0042	0.2505	0.0002
d3n4ib_	8.95e-15	0.945	0.2600	0.0003
d1h9aa1	2.12e-14	0.00098	0.2695	0.0004
d1sfpa_	4.47e-14	0.000231	0.2792	0.0004
d1r9wa_	9.89e-14	0.0428	0.2887	0.0004
d2f2ba_	2.1e-13	0.106	0.2984	0.0004
d2bnqd1	4.09e-13	0.000684	0.3080	0.0004
d1rf8a_	8.71e-13	0.0844	0.3177	0.0004
d1sr9a2	1.78e-12	4.96e-05	0.3273	0.0004
d2b5ga_	3.74e-12	0.0658	0.3369	0.0004
d1pxza_	6.36e-12	1.35	0.3466	0.0004
d1t6ca1	1.28e-11	0.00079	0.3562	0.0004
d1iz5a2	2.41e-11	0.0327	0.3658	0.0005
d1et9a2	4.24e-11	0.00424	0.3754	0.0005
d2vb1a1	7.32e-11	4.62	0.3849	0.0006
d1ou5a2	1.25e-10	0.123	0.3946	0.0006
d1jb7a1	2.1e-10	0.0053	0.4041	0.0007
d1jfua_	3.58e-10	0.0891	0.4137	0.0008
d1xwva_	6.53e-10	3.5e-06	0.4233	0.0008
d1h4ax1	1.06e-09	0.665	0.4330	0.0008
d3nxba_	1.64e-09	0.238	0.4425	0.0009
d2nn6d1	2.66e-09	0.226	0.4520	0.0010
d1g5ha1	4.67e-09	0.0086	0.4617	0.0010
